sample_id,true_algo,ranked_list,candidate_set,candidate_size,rank1,rank2,rank3,rank4,rank5,top1_correct,top2_correct,top3_correct,top4_correct,top5_correct,candidate_correct,true_rank
S-UNIWARD__TEST__STEGO__3412.pgm,S-UNIWARD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__9884.pgm,S-UNIWARD,"S-UNIWARD,WOW,HILL,MiPOD,HUGO",S-UNIWARD,1,S-UNIWARD,WOW,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__3472.pgm,S-UNIWARD,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__6437.pgm,S-UNIWARD,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD,HUGO",4,S-UNIWARD,HILL,MiPOD,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4777.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__7856.pgm,S-UNIWARD,"S-UNIWARD,WOW,HILL,MiPOD,HUGO",S-UNIWARD,1,S-UNIWARD,WOW,HILL,MiPOD,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4211.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__9314.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HILL,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__2685.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__7981.pgm,S-UNIWARD,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,HUGO,WOW,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__286.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__4515.pgm,S-UNIWARD,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD,HILL",4,HUGO,MiPOD,S-UNIWARD,HILL,WOW,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__3244.pgm,S-UNIWARD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__1298.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__3938.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__4644.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__1455.pgm,S-UNIWARD,"HUGO,S-UNIWARD,MiPOD,WOW,HILL","HUGO,S-UNIWARD",2,HUGO,S-UNIWARD,MiPOD,WOW,HILL,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__1591.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,WOW,HUGO,HILL","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,WOW,HUGO,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__2009.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__4303.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__6158.pgm,S-UNIWARD,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__1766.pgm,S-UNIWARD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL,HUGO",5,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__9865.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HILL,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__1283.pgm,S-UNIWARD,"WOW,HILL,HUGO,MiPOD,S-UNIWARD","WOW,HILL,HUGO,MiPOD,S-UNIWARD",5,WOW,HILL,HUGO,MiPOD,S-UNIWARD,0,0,0,0,1,1,5
S-UNIWARD__TEST__STEGO__7933.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD,HILL",3,S-UNIWARD,MiPOD,HILL,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__2204.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__4718.pgm,S-UNIWARD,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL",2,MiPOD,HILL,S-UNIWARD,HUGO,WOW,0,0,1,1,1,0,3
S-UNIWARD__TEST__STEGO__7213.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,WOW,HILL,HUGO",S-UNIWARD,1,S-UNIWARD,MiPOD,WOW,HILL,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__510.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__9456.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5975.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5818.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO,MiPOD,HILL",4,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__7702.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4118.pgm,S-UNIWARD,"S-UNIWARD,HILL,WOW,HUGO,MiPOD","S-UNIWARD,HILL,WOW,HUGO,MiPOD",5,S-UNIWARD,HILL,WOW,HUGO,MiPOD,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__5825.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HUGO,HILL,WOW","S-UNIWARD,MiPOD,HUGO",3,S-UNIWARD,MiPOD,HUGO,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__958.pgm,S-UNIWARD,"HUGO,HILL,MiPOD,S-UNIWARD,WOW","HUGO,HILL,MiPOD,S-UNIWARD,WOW",5,HUGO,HILL,MiPOD,S-UNIWARD,WOW,0,0,0,1,1,1,4
S-UNIWARD__TEST__STEGO__4834.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__1739.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HILL,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__3678.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HUGO,HILL,WOW",,0,MiPOD,S-UNIWARD,HUGO,HILL,WOW,0,1,1,1,1,0,2
S-UNIWARD__TEST__STEGO__7806.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO,MiPOD,HILL",4,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__3.pgm,S-UNIWARD,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD",3,HILL,HUGO,MiPOD,S-UNIWARD,WOW,0,0,0,1,1,0,4
S-UNIWARD__TEST__STEGO__7318.pgm,S-UNIWARD,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__2235.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__1398.pgm,S-UNIWARD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__932.pgm,S-UNIWARD,"S-UNIWARD,HILL,WOW,MiPOD,HUGO",S-UNIWARD,1,S-UNIWARD,HILL,WOW,MiPOD,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__6808.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO",2,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__1395.pgm,S-UNIWARD,"HUGO,WOW,MiPOD,S-UNIWARD,HILL","HUGO,WOW,MiPOD,S-UNIWARD,HILL",5,HUGO,WOW,MiPOD,S-UNIWARD,HILL,0,0,0,1,1,1,4
S-UNIWARD__TEST__STEGO__9933.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HUGO,HILL,WOW",,0,S-UNIWARD,MiPOD,HUGO,HILL,WOW,1,1,1,1,1,0,1
S-UNIWARD__TEST__STEGO__2880.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__7890.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__3431.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__6960.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,WOW,HUGO","S-UNIWARD,MiPOD,HILL",3,S-UNIWARD,MiPOD,HILL,WOW,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__5955.pgm,S-UNIWARD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__6732.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW","MiPOD,S-UNIWARD",2,MiPOD,S-UNIWARD,HILL,HUGO,WOW,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__1425.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL,HUGO",5,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__9771.pgm,S-UNIWARD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__7424.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__5021.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4233.pgm,S-UNIWARD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__8198.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__425.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,WOW,HUGO,HILL","S-UNIWARD,MiPOD,WOW",3,S-UNIWARD,MiPOD,WOW,HUGO,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__9050.pgm,S-UNIWARD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__8935.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__7177.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW","MiPOD,S-UNIWARD,HILL,HUGO",4,MiPOD,S-UNIWARD,HILL,HUGO,WOW,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__6749.pgm,S-UNIWARD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__5400.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,WOW,HILL",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,WOW,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__6185.pgm,S-UNIWARD,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD",2,HUGO,MiPOD,S-UNIWARD,HILL,WOW,0,0,1,1,1,0,3
S-UNIWARD__TEST__STEGO__1084.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__8030.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__6607.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__1286.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,WOW,HILL,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__6741.pgm,S-UNIWARD,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,0,0,1,1,1,4
S-UNIWARD__TEST__STEGO__7193.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,WOW,HILL",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,WOW,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4047.pgm,S-UNIWARD,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD,HUGO,WOW",5,S-UNIWARD,HILL,MiPOD,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__1916.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HUGO,HILL,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HUGO,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__7129.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,WOW,HUGO,HILL",S-UNIWARD,1,S-UNIWARD,MiPOD,WOW,HUGO,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__7869.pgm,S-UNIWARD,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__90.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HUGO,HILL,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HUGO,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__5878.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD,HILL",3,S-UNIWARD,MiPOD,HILL,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__7008.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",,0,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,0,1
S-UNIWARD__TEST__STEGO__7115.pgm,S-UNIWARD,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL,S-UNIWARD",4,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,0,0,1,1,1,4
S-UNIWARD__TEST__STEGO__1945.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW",MiPOD,1,MiPOD,S-UNIWARD,HILL,HUGO,WOW,0,1,1,1,1,0,2
S-UNIWARD__TEST__STEGO__4152.pgm,S-UNIWARD,"HILL,HUGO,MiPOD,WOW,S-UNIWARD","HILL,HUGO,MiPOD,WOW,S-UNIWARD",5,HILL,HUGO,MiPOD,WOW,S-UNIWARD,0,0,0,0,1,1,5
S-UNIWARD__TEST__STEGO__3250.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__6646.pgm,S-UNIWARD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,0,1,1,1,0,3
S-UNIWARD__TEST__STEGO__4407.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__3221.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__3038.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__2186.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__8963.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5712.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5950.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW","MiPOD,S-UNIWARD,HILL",3,MiPOD,S-UNIWARD,HILL,HUGO,WOW,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5003.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW","MiPOD,S-UNIWARD,HILL",3,MiPOD,S-UNIWARD,HILL,HUGO,WOW,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__4455.pgm,S-UNIWARD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,0,1,1,1,0,3
S-UNIWARD__TEST__STEGO__5210.pgm,S-UNIWARD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__214.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HILL,HUGO,WOW","S-UNIWARD,MiPOD",2,S-UNIWARD,MiPOD,HILL,HUGO,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__7484.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5047.pgm,S-UNIWARD,"S-UNIWARD,HILL,MiPOD,WOW,HUGO","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,WOW,HUGO,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4525.pgm,S-UNIWARD,"S-UNIWARD,WOW,MiPOD,HUGO,HILL",S-UNIWARD,1,S-UNIWARD,WOW,MiPOD,HUGO,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__8143.pgm,S-UNIWARD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW",S-UNIWARD,1,S-UNIWARD,HUGO,MiPOD,HILL,WOW,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__8685.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__5087.pgm,S-UNIWARD,"S-UNIWARD,MiPOD,HUGO,WOW,HILL",S-UNIWARD,1,S-UNIWARD,MiPOD,HUGO,WOW,HILL,1,1,1,1,1,1,1
S-UNIWARD__TEST__STEGO__4643.pgm,S-UNIWARD,"WOW,HILL,HUGO,MiPOD,S-UNIWARD","WOW,HILL,HUGO,MiPOD,S-UNIWARD",5,WOW,HILL,HUGO,MiPOD,S-UNIWARD,0,0,0,0,1,1,5
S-UNIWARD__TEST__STEGO__482.pgm,S-UNIWARD,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,0,0,1,1,1,4
S-UNIWARD__TEST__STEGO__7634.pgm,S-UNIWARD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__7999.pgm,S-UNIWARD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW","MiPOD,S-UNIWARD",2,MiPOD,S-UNIWARD,HILL,HUGO,WOW,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__3344.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
S-UNIWARD__TEST__STEGO__7573.pgm,S-UNIWARD,"WOW,MiPOD,S-UNIWARD,HUGO,HILL","WOW,MiPOD,S-UNIWARD",3,WOW,MiPOD,S-UNIWARD,HUGO,HILL,0,0,1,1,1,1,3
S-UNIWARD__TEST__STEGO__9077.pgm,S-UNIWARD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,1,1,1,1,1,2
